step,wall_time_s,train_loss,val_loss,lr,tokens_per_sec
2100,49.8852012250004,2.1042981147766113,2.0937204122543336,0.00020341122419518934,19068.732765402325
2200,95.07341740100037,2.0348074436187744,2.085649561882019,0.0001950403260841024,19076.54768651266
2300,140.2484425980001,1.9917664527893066,2.0726269364356993,0.00018654598582950617,19078.297809294487
2400,185.42254099499996,2.1135146617889404,1.9999342918395997,0.000177963108497537,19070.962840886597
2500,230.5918173920004,2.11309814453125,2.011359190940857,0.00016932696297217346,19074.299250302643
2600,275.762001565,2.014925479888916,2.008323574066162,0.0001606730370278265,19093.26138952013
2700,320.93184223000026,1.997558832168579,2.0253894448280336,0.00015203689150246295,19085.89205690506
2800,366.101593718,1.8792779445648193,2.0228378772735596,0.00014345401417049382,19099.0776238975
